%% system starts processing frames at time: 0.922104 sec.
%%frame id(0 based), finish frame proc time in secs, R,P,Y of Rc2w in radians,X,Y,Z of T c in w in meters.
587, 34.1605, -0.00106205, -0.656625, -0.0162975, -0.489476, -0.0254995, 3.53913
588, 34.2074, -0.00457804, -0.591316, -0.0142441, -0.493173, -0.0253951, 3.54616
589, 34.2542, -0.00883733, -0.528783, -0.00948333, -0.496494, -0.0254543, 3.55362
590, 34.3949, -0.0134792, -0.468173, -0.00418768, -0.499318, -0.0257029, 3.56132
591, 34.4418, -0.0129703, -0.40916, -0.00187778, -0.502278, -0.025367, 3.56957
592, 34.4886, -0.0115474, -0.354356, 0.000390177, -0.504975, -0.0252252, 3.57856
593, 34.5355, -0.00703991, -0.303522, -1.32251e-005, -0.507805, -0.0249375, 3.5886
594, 34.5824, -0.00464421, -0.255745, -0.00104936, -0.50999, -0.024855, 3.5985
595, 34.6293, -0.00548425, -0.212694, -0.000231464, -0.511762, -0.0247976, 3.60863
596, 34.6761, -0.00686973, -0.175022, 0.000152494, -0.512969, -0.0248066, 3.61863
597, 34.723, -0.00833865, -0.142749, 0.000520134, -0.514158, -0.0249543, 3.62961
598, 34.848, -0.0094743, -0.115907, 0.00394032, -0.515086, -0.0249522, 3.64093
599, 34.8949, -0.00857802, -0.0941354, 0.00397838, -0.516458, -0.0249361, 3.65426
600, 34.9418, -0.00936388, -0.0774617, 0.00568104, -0.517296, -0.0249521, 3.66643
601, 34.973, -0.00971508, -0.0646383, 0.0063226, -0.518183, -0.0250257, 3.67933
602, 35.0199, -0.00917868, -0.0550781, 0.00633395, -0.51887, -0.0251023, 3.69254
603, 35.0668, -0.00814496, -0.0468187, 0.00609123, -0.519512, -0.0250433, 3.7059
604, 35.1918, -0.00665111, -0.0400607, 0.00721265, -0.52014, -0.024752, 3.71973
605, 35.2386, -0.00578704, -0.0367428, 0.00747158, -0.520189, -0.0246879, 3.73407
606, 35.2855, -0.00626595, -0.0341464, 0.0081939, -0.520652, -0.0246882, 3.74843
607, 35.3324, -0.00742731, -0.0321009, 0.00870692, -0.52124, -0.0246579, 3.76326
608, 35.3637, -0.00921448, -0.0307195, 0.00837837, -0.521907, -0.0243652, 3.77831
609, 35.4105, -0.0120941, -0.0301247, 0.00941591, -0.522348, -0.0244317, 3.79382
610, 35.4574, -0.0125848, -0.030605, 0.00979234, -0.522923, -0.0243171, 3.80968
611, 35.4887, -0.0111594, -0.0323356, 0.0107659, -0.523574, -0.0242142, 3.8258
612, 35.5357, -0.00754471, -0.0344557, 0.012188, -0.523978, -0.024034, 3.84196
613, 35.5826, -0.00168886, -0.0361534, 0.010191, -0.524527, -0.0240348, 3.85849
614, 35.6138, 0.00230753, -0.0364885, 0.00831696, -0.525381, -0.0239494, 3.87493
615, 35.7388, 0.00189244, -0.0369801, 0.00703281, -0.526107, -0.0239719, 3.89203
616, 35.7857, -0.00519381, -0.0364595, 0.0042262, -0.52618, -0.0246736, 3.90838
617, 35.8326, -0.015051, -0.0359911, 0.00523903, -0.526924, -0.0247049, 3.92613
618, 35.8794, -0.0202369, -0.0358945, 0.00760893, -0.527614, -0.0246544, 3.94398
619, 35.9263, -0.0181021, -0.0363907, 0.0112649, -0.528176, -0.0245917, 3.96162
620, 36.0513, -0.0110181, -0.0377445, 0.0143012, -0.528759, -0.0243538, 3.97955
621, 36.0982, -0.00342744, -0.0390141, 0.015695, -0.529801, -0.0241995, 3.99836
622, 36.1451, 0.00109092, -0.0401655, 0.0158389, -0.530723, -0.0241997, 4.01696
623, 36.1919, 0.00204713, -0.0407603, 0.0155531, -0.531711, -0.0244244, 4.03601
624, 36.2388, -3.27822e-005, -0.0414948, 0.0130267, -0.532692, -0.0247726, 4.05529
625, 36.2857, -0.00680955, -0.0419625, 0.012696, -0.533418, -0.0248245, 4.07486
626, 36.3326, -0.0137452, -0.0416753, 0.0122228, -0.534505, -0.0247813, 4.09474
627, 36.442, -0.0177077, -0.0412964, 0.0139882, -0.535328, -0.0246334, 4.11485
628, 36.4888, -0.0157403, -0.0417555, 0.0136918, -0.535777, -0.0247691, 4.13521
629, 36.5357, -0.0117128, -0.0418586, 0.0154846, -0.536571, -0.0245203, 4.15504
630, 36.5826, -0.00788443, -0.0427453, 0.0170885, -0.537295, -0.0242787, 4.17517
631, 36.6295, -0.0063009, -0.0434149, 0.0184675, -0.538087, -0.0241746, 4.1957
632, 36.6764, -0.00686836, -0.0437421, 0.0187131, -0.53959, -0.0243954, 4.21694
633, 36.8014, -0.010021, -0.0446875, 0.0211242, -0.541002, -0.0243038, 4.23817
634, 36.8482, -0.0134412, -0.0467503, 0.0210479, -0.54175, -0.024369, 4.25896
635, 36.9107, -0.0115887, -0.0485376, 0.0226248, -0.54294, -0.024364, 4.27987
636, 36.9576, -0.00605776, -0.0506641, 0.0247243, -0.543839, -0.0244519, 4.30064
637, 37.0045, -0.00201387, -0.0525163, 0.0241376, -0.544821, -0.0246738, 4.32184
638, 37.1295, -0.00132977, -0.0541455, 0.0245417, -0.545845, -0.0250507, 4.34275
639, 37.1764, -0.0023468, -0.055689, 0.0219518, -0.54707, -0.0250019, 4.3644
640, 37.2233, -0.00608657, -0.0572272, 0.0211025, -0.548158, -0.0251387, 4.38553
641, 37.2701, -0.0111489, -0.058896, 0.0195164, -0.549402, -0.025349, 4.40707
642, 37.317, -0.0145966, -0.0607841, 0.0177632, -0.550398, -0.0253284, 4.42835
643, 37.3639, -0.0149093, -0.0624078, 0.01618, -0.551296, -0.0251427, 4.44972
644, 37.4108, -0.0139836, -0.0628501, 0.015966, -0.552568, -0.025271, 4.47127
645, 37.4576, -0.0117834, -0.0634597, 0.0177299, -0.553273, -0.0249681, 4.49166
646, 37.5671, -0.00875505, -0.0629598, 0.0158646, -0.555389, -0.0256815, 4.51375
647, 37.614, -0.0047797, -0.0628089, 0.0163809, -0.556764, -0.0257076, 4.53473
648, 37.6609, -0.00322099, -0.0634348, 0.0159873, -0.5579, -0.0257988, 4.55604
649, 37.7077, -0.00474332, -0.0631285, 0.0153948, -0.559275, -0.0259515, 4.57723
650, 37.7546, -0.00738458, -0.0627563, 0.0127957, -0.560775, -0.0260906, 4.59853
651, 37.8953, -0.00908846, -0.0627727, 0.0118577, -0.561882, -0.0264414, 4.61977
652, 37.9577, -0.0102403, -0.0617196, 0.00998747, -0.563969, -0.0266916, 4.64118
653, 38.0046, -0.0138752, -0.0614534, 0.00824852, -0.565309, -0.0267227, 4.66241
654, 38.0515, -0.0185384, -0.0608671, 0.00630935, -0.566822, -0.0267694, 4.68386
655, 38.239, -0.0181855, -0.0611292, 0.00346826, -0.567707, -0.0265907, 4.70399
656, 38.2859, -0.013145, -0.0589187, -0.000773851, -0.570007, -0.0269597, 4.72671
657, 38.3327, -0.00821281, -0.0586375, -0.00321658, -0.57154, -0.0268051, 4.74782
658, 38.3796, -0.00552008, -0.0581325, -0.00589093, -0.572914, -0.0268203, 4.7689
659, 38.4265, -0.00448246, -0.0581326, -0.00938272, -0.574138, -0.0270546, 4.78987
660, 38.4734, -0.0033157, -0.0582237, -0.0118004, -0.575406, -0.0273469, 4.81125
661, 38.5046, -0.00405501, -0.0585226, -0.0128225, -0.576755, -0.0275014, 4.83285
662, 38.6453, -0.00642536, -0.0586984, -0.0133575, -0.578118, -0.0276455, 4.85442
663, 38.6921, -0.00831358, -0.0572735, -0.0121817, -0.580012, -0.0276015, 4.87436
664, 38.7547, -0.00891283, -0.0575187, -0.0120527, -0.581319, -0.0276666, 4.89567
665, 38.8015, -0.00844074, -0.0574153, -0.013107, -0.582552, -0.0277746, 4.91712
666, 38.8328, -0.00868751, -0.0565943, -0.0128076, -0.583831, -0.027713, 4.93862
667, 38.9578, -0.00850552, -0.0556178, -0.0132414, -0.585408, -0.0277026, 4.96075
668, 39.0046, -0.0083738, -0.054542, -0.0129713, -0.586237, -0.0278794, 4.98136
669, 39.0671, -0.00810562, -0.0541337, -0.0137007, -0.58755, -0.0278294, 5.00339
670, 39.114, -0.00946689, -0.0535739, -0.0135643, -0.588873, -0.0277055, 5.02538
671, 39.2546, -0.00800315, -0.0528087, -0.0120177, -0.590268, -0.0275608, 5.04714
672, 39.3015, -0.00353683, -0.0528646, -0.0141936, -0.591157, -0.0278353, 5.06888
673, 39.364, -0.000243339, -0.0530515, -0.0136141, -0.592376, -0.027855, 5.09104
674, 39.3953, -0.0031501, -0.0533378, -0.0116863, -0.593527, -0.0279941, 5.1134
675, 39.4421, -0.00819836, -0.0534755, -0.0116722, -0.594638, -0.0281253, 5.13605
676, 39.489, -0.0110246, -0.0536394, -0.0116862, -0.595678, -0.0280908, 5.15916
677, 39.536, -0.0131693, -0.0536391, -0.00993887, -0.596702, -0.0280599, 5.18203
678, 39.5828, -0.0149289, -0.0534496, -0.0107884, -0.597891, -0.0280426, 5.2045
679, 39.7079, -0.0153755, -0.0522348, -0.00787153, -0.60031, -0.0279062, 5.22496
680, 39.7547, -0.0134569, -0.0526299, -0.00592295, -0.601394, -0.0279727, 5.24748
681, 39.8016, -0.0106411, -0.0528965, -0.00469017, -0.602677, -0.0279246, 5.26957
682, 39.8485, -0.00944267, -0.0532482, -0.00224684, -0.603923, -0.0278805, 5.29128
683, 39.8953, -0.0105815, -0.05373, -0.000813568, -0.605138, -0.0278617, 5.31379
684, 40.0204, -0.0135535, -0.0537808, 0.00223706, -0.606536, -0.0278123, 5.33638
685, 40.0828, -0.0174117, -0.0542152, 0.00470502, -0.607295, -0.0279752, 5.35811
686, 40.1297, -0.018961, -0.0546692, 0.00817586, -0.608488, -0.0278995, 5.38017
687, 40.1766, -0.0160316, -0.0550747, 0.010711, -0.609803, -0.027866, 5.40213
688, 40.2235, -0.0119469, -0.0552318, 0.0141944, -0.611197, -0.0278501, 5.42403
689, 40.2703, -0.0106437, -0.055598, 0.0156303, -0.612434, -0.027754, 5.44538
690, 40.3172, -0.011954, -0.056202, 0.0171626, -0.613712, -0.0278778, 5.4669
691, 40.3641, -0.0146674, -0.0572329, 0.0201639, -0.614991, -0.0280831, 5.48835
692, 40.4891, -0.0175039, -0.0583067, 0.0215803, -0.616072, -0.0281323, 5.50956
693, 40.5361, -0.020356, -0.0587305, 0.0230928, -0.61716, -0.02812, 5.52953
694, 40.583, -0.0218334, -0.0597668, 0.0254031, -0.618396, -0.0280205, 5.5502
695, 40.6299, -0.0207667, -0.0607073, 0.0274314, -0.619943, -0.0280151, 5.57113
696, 40.6767, -0.0193489, -0.061835, 0.0283178, -0.621066, -0.0280666, 5.59119
697, 40.8018, -0.0177156, -0.0628499, 0.0280467, -0.622471, -0.028068, 5.61147
698, 40.8486, -0.0170817, -0.0632444, 0.0270259, -0.624418, -0.0279901, 5.63142
699, 40.8955, -0.0172646, -0.0639197, 0.0267145, -0.625869, -0.0280665, 5.65107
700, 40.9424, -0.0180894, -0.0643057, 0.0261403, -0.627337, -0.0280924, 5.6707
701, 40.9892, -0.0193382, -0.0647742, 0.0243665, -0.628764, -0.0281804, 5.69008
702, 41.0361, -0.0180598, -0.0650819, 0.0221472, -0.630227, -0.0282146, 5.70891
703, 41.083, -0.0159219, -0.0654707, 0.0216871, -0.631223, -0.0281832, 5.72723
704, 41.1143, -0.0147458, -0.0647979, 0.0224364, -0.632401, -0.0282099, 5.74534
705, 41.1611, -0.0155076, -0.0635304, 0.0221367, -0.633567, -0.0283058, 5.76319
706, 41.208, -0.0154594, -0.0622817, 0.0213344, -0.634381, -0.0279842, 5.78169
707, 41.2393, -0.0173003, -0.06018, 0.0229997, -0.635724, -0.0284037, 5.79939
708, 41.3643, -0.0178284, -0.0588203, 0.0248306, -0.63627, -0.0284883, 5.81574
709, 41.4111, -0.0189131, -0.0565844, 0.0253485, -0.637803, -0.0283231, 5.83087
710, 41.458, -0.0209863, -0.0547248, 0.0281121, -0.63855, -0.0283338, 5.84696
711, 41.5049, -0.0228278, -0.0530439, 0.0285904, -0.639377, -0.0283832, 5.8621
712, 41.5361, -0.0243754, -0.0513188, 0.0265574, -0.64013, -0.028446, 5.87711
713, 41.583, -0.0245951, -0.0497549, 0.0268597, -0.64081, -0.0284905, 5.8916
714, 41.6299, -0.0211735, -0.0486032, 0.0268863, -0.641473, -0.0285323, 5.90559
715, 41.6767, -0.0158245, -0.0472413, 0.0269042, -0.642117, -0.0286155, 5.91914
716, 41.708, -0.013405, -0.0457732, 0.0264916, -0.642895, -0.0286156, 5.93199
717, 41.7549, -0.0140741, -0.0448081, 0.0264153, -0.643521, -0.0285793, 5.9446
718, 41.8017, -0.0172768, -0.0444076, 0.0266265, -0.644034, -0.028665, 5.95691
719, 41.8486, -0.0205463, -0.0446315, 0.0268788, -0.644632, -0.0287964, 5.96883
720, 41.8799, -0.0220557, -0.0466658, 0.0273153, -0.645258, -0.0289281, 5.98028
721, 41.9267, -0.01935, -0.050538, 0.0254712, -0.645846, -0.0289099, 5.99071
722, 41.958, -0.01612, -0.055989, 0.024524, -0.646794, -0.0290829, 6.00097
723, 42.0049, -0.013692, -0.0644702, 0.023814, -0.647674, -0.0291101, 6.01078
724, 42.0517, -0.012766, -0.0763228, 0.0238839, -0.648775, -0.0290818, 6.02018
725, 42.083, -0.0119969, -0.0917283, 0.0238156, -0.65007, -0.0290854, 6.02925
726, 42.208, -0.0112647, -0.110494, 0.0222286, -0.651518, -0.0291995, 6.03858
727, 42.2549, -0.0111119, -0.131897, 0.0180504, -0.652869, -0.0291226, 6.04721
728, 42.3017, -0.013271, -0.157404, 0.0159761, -0.654928, -0.0291768, 6.05613
729, 42.3486, -0.0174791, -0.187189, 0.0175703, -0.657209, -0.0291871, 6.06482
730, 42.3955, -0.0196302, -0.221689, 0.0194311, -0.65987, -0.0292516, 6.07321
731, 42.4268, -0.020441, -0.261347, 0.0201378, -0.662991, -0.0293353, 6.08149
732, 42.4736, -0.0219414, -0.30454, 0.0178348, -0.666452, -0.0294412, 6.08943
733, 42.5206, -0.0245646, -0.350423, 0.0154126, -0.669348, -0.0293629, 6.09644
734, 42.5675, -0.0286915, -0.397628, 0.0145473, -0.673053, -0.0292868, 6.10364
735, 42.6143, -0.0340234, -0.446841, 0.0172745, -0.677053, -0.0291923, 6.11063
736, 42.6612, -0.0382143, -0.498361, 0.015697, -0.680952, -0.0294637, 6.11687
737, 42.6925, -0.0388169, -0.553988, 0.0115199, -0.685188, -0.0292323, 6.12292
738, 42.7393, -0.0399862, -0.611515, 0.00703713, -0.690584, -0.0290173, 6.1294
739, 42.8643, -0.0456867, -0.670727, 0.00745639, -0.696354, -0.0289678, 6.1359
740, 42.8956, -0.0541962, -0.730712, 0.0143224, -0.703001, -0.0284441, 6.14197
741, 42.9425, -0.0649479, -0.792414, 0.0259692, -0.709999, -0.0283058, 6.14827
742, 42.9893, -0.0795966, -0.855312, 0.0392005, -0.717461, -0.0282807, 6.15428
743, 43.1769, -0.0927956, -0.919996, 0.0527187, -0.725465, -0.0278681, 6.16009
744, 43.2237, -0.10751, -0.983292, 0.0733548, -0.735676, -0.0269243, 6.16613
745, 43.2706, -0.126933, -1.04986, 0.0984159, -0.745224, -0.0264546, 6.17104
746, 43.3175, -0.137862, -1.11743, 0.113819, -0.755355, -0.026247, 6.17495
747, 43.4737, -0.151066, -1.18524, 0.130848, -0.766019, -0.0259947, 6.17791
748, 43.5206, -0.182767, -1.25124, 0.168213, -0.776509, -0.0258656, 6.17953
749, 43.5518, -0.266398, -1.31525, 0.256256, -0.787882, -0.0255612, 6.18179
750, 43.6925, -0.35944, -1.37705, 0.346408, -0.799864, -0.0252879, 6.18311
751, 43.7393, -0.461913, -1.43577, 0.442096, -0.812655, -0.02501, 6.18354
752, 43.8643, -0.631614, -1.48846, 0.605494, -0.825592, -0.024917, 6.18339
753, 43.9425, -1.08591, -1.5299, 1.0576, -0.838151, -0.0246346, 6.18262
754, 43.9737, -2.17831, -1.53519, 2.14863, -0.851185, -0.0243047, 6.18147
755, 44.0987, -2.68565, -1.51512, 2.65015, -0.864657, -0.02392, 6.18011
756, 44.1456, -2.83263, -1.49557, 2.79147, -0.878261, -0.0236024, 6.17866
757, 44.1925, -2.92123, -1.48062, 2.87814, -0.892085, -0.0232969, 6.17702
758, 44.2394, -2.99052, -1.47222, 2.95257, -0.906369, -0.0229597, 6.17524
759, 44.3644, -3.02717, -1.46779, 3.00084, -0.920521, -0.022539, 6.17343
760, 44.4112, -3.0193, -1.46433, 3.00521, -0.935015, -0.0221354, 6.17199
761, 44.4581, -2.98686, -1.46411, 2.9775, -0.949815, -0.0217764, 6.17045
762, 44.505, -2.95893, -1.46501, 2.94607, -0.964944, -0.0216595, 6.16889
763, 44.5518, -2.93715, -1.46542, 2.91891, -0.980403, -0.0216354, 6.16735
764, 44.5987, -2.95305, -1.46656, 2.93296, -0.996303, -0.0214504, 6.16566
765, 44.7394, -2.97749, -1.46811, 2.95806, -1.01239, -0.0212048, 6.16382
766, 44.8019, -3.0143, -1.47003, 2.99525, -1.02901, -0.0210677, 6.16234
767, 44.8487, -3.05348, -1.47378, 3.03638, -1.04572, -0.0209085, 6.16061
768, 44.8956, -3.08418, -1.47887, 3.0684, -1.06272, -0.0206677, 6.15893
769, 45.0362, -3.1084, -1.48329, 3.09206, -1.08012, -0.0205226, 6.15738
770, 45.0987, -3.12207, -1.48817, 3.10258, -1.09743, -0.0202535, 6.15555
771, 45.1456, 3.12109, -1.4925, 3.13888, -1.11559, -0.0200044, 6.154
772, 45.1925, 3.10312, -1.496, -3.12823, -1.13419, -0.0198153, 6.15248
773, 45.2394, 3.09526, -1.49871, -3.11847, -1.15272, -0.0194216, 6.15132
774, 45.2863, 3.11807, -1.50212, -3.13855, -1.1719, -0.0189513, 6.14993
775, 45.3175, -3.13566, -1.50554, 3.11435, -1.19159, -0.0185909, 6.14871
776, 45.3644, 3.14079, -1.50844, 3.11643, -1.21145, -0.0182719, 6.14756
777, 45.5219, -3.13331, -1.51174, 3.10205, -1.23172, -0.0178397, 6.1462
778, 45.5688, -3.09817, -1.51481, 3.06228, -1.25256, -0.0171134, 6.14487
779, 45.6313, -3.07438, -1.51766, 3.03693, -1.2733, -0.0165461, 6.14368
780, 45.6781, -3.10988, -1.5207, 3.07362, -1.29402, -0.0159785, 6.1423
781, 45.725, 3.13289, -1.5229, 3.11825, -1.31503, -0.0155079, 6.141
782, 45.8813, -3.11468, -1.52385, 3.0861, -1.33624, -0.0150081, 6.13987
783, 45.9438, -3.09564, -1.52389, 3.06723, -1.35739, -0.0146117, 6.13896
784, 45.9906, -3.08716, -1.52392, 3.05791, -1.37879, -0.0141841, 6.13775
785, 46.0375, -3.07529, -1.52307, 3.04482, -1.40005, -0.0138195, 6.13659
786, 46.2094, -3.0772, -1.52211, 3.0458, -1.42149, -0.0135331, 6.13536
787, 46.2563, -3.11724, -1.52068, 3.08507, -1.44255, -0.013122, 6.1345
788, 46.3031, 3.12039, -1.51959, 3.12996, -1.4639, -0.0126899, 6.13314
789, 46.4438, 3.10232, -1.51815, -3.13551, -1.48516, -0.0123519, 6.13209
790, 46.5063, 3.11581, -1.51717, 3.13375, -1.50643, -0.0118785, 6.13092
791, 46.5531, 3.0802, -1.51577, -3.1131, -1.52757, -0.011488, 6.12958
792, 46.6, 3.08555, -1.51414, -3.11667, -1.54831, -0.0112134, 6.12829
793, 46.6469, 3.10687, -1.51115, -3.13657, -1.56953, -0.0108154, 6.12708
794, 46.6938, 3.08649, -1.50755, -3.11865, -1.59063, -0.0103564, 6.12551
795, 46.7407, 3.06462, -1.50359, -3.101, -1.61189, -0.00985076, 6.12386
796, 46.8657, 3.0424, -1.49961, -3.08118, -1.63338, -0.00950056, 6.12231
797, 46.9125, 2.97797, -1.49591, -3.01499, -1.65403, -0.00891519, 6.1203
798, 46.9594, 2.94865, -1.49315, -2.98417, -1.6749, -0.00840683, 6.11838
799, 47.0063, 2.96258, -1.49073, -2.99359, -1.69569, -0.0080969, 6.11655
800, 47.0532, 2.99865, -1.48934, -3.02709, -1.71697, -0.00769404, 6.11503
801, 47.1, 2.99483, -1.48837, -3.02521, -1.73782, -0.00710045, 6.1132
802, 47.1469, 2.98122, -1.48773, -3.01363, -1.75836, -0.00667118, 6.11125
803, 47.2875, 2.99347, -1.4885, -3.0279, -1.77902, -0.00638883, 6.10939
804, 47.3344, 2.99082, -1.49008, -3.02089, -1.79992, -0.00590529, 6.10682
805, 47.3813, 2.96314, -1.49322, -2.99157, -1.82052, -0.00547023, 6.1049
806, 47.4282, 2.91624, -1.49574, -2.94504, -1.84113, -0.00513316, 6.10317
807, 47.5707, 2.89899, -1.50003, -2.93017, -1.8618, -0.00472445, 6.10162
808, 47.6176, 2.86103, -1.50437, -2.89398, -1.88284, -0.00437483, 6.0999
809, 47.6801, 2.82849, -1.50938, -2.86267, -1.90329, -0.00395988, 6.09844
810, 47.7269, 2.80663, -1.51451, -2.84172, -1.92378, -0.00352065, 6.09708
811, 47.7582, 2.78629, -1.51952, -2.82183, -1.94381, -0.00310265, 6.09592
812, 47.8051, 2.77107, -1.52508, -2.80541, -1.96425, -0.00266994, 6.09481
813, 47.852, 2.71985, -1.52969, -2.75228, -1.98445, -0.00229927, 6.09375
814, 47.8832, 2.65354, -1.53428, -2.68454, -2.00429, -0.00206699, 6.09285
815, 48.0082, 2.58199, -1.53867, -2.61216, -2.02451, -0.00194065, 6.09208
816, 48.0551, 2.51549, -1.54303, -2.54592, -2.04689, -0.00144511, 6.09197
817, 48.1019, 2.39134, -1.54681, -2.42316, -2.067, -0.00116288, 6.09143
818, 48.1488, 2.20373, -1.54973, -2.23738, -2.08707, -0.000826007, 6.09058
819, 48.1957, 2.02769, -1.55248, -2.06349, -2.10758, -0.000236182, 6.09012
820, 48.2269, 1.91945, -1.55591, -1.9562, -2.12789, 0.000337751, 6.09051
821, 48.3676, 1.76388, -1.55965, -1.80074, -2.14777, 0.000778084, 6.09032
822, 48.4145, 1.56447, -1.56273, -1.59958, -2.16803, 0.00130085, 6.09035
823, 48.4613, 1.29358, -1.56527, -1.32638, -2.18694, 0.0016646, 6.09017
824, 48.5082, 0.669183, -1.56754, -0.701934, -2.20527, 0.00189325, 6.0901
825, 48.5551, -0.0850248, -1.56807, 0.0528858, -2.22369, 0.00226576, 6.09026
826, 48.602, -0.884373, -1.56685, 0.854202, -2.24117, 0.00233052, 6.09031
827, 48.6332, -1.25781, -1.56542, 1.22833, -2.25826, 0.00246982, 6.09013
828, 48.6801, -1.64526, -1.563, 1.61602, -2.27477, 0.00267415, 6.09002
829, 48.727, -1.97174, -1.56018, 1.94042, -2.29075, 0.00284481, 6.0899
830, 48.7582, -2.16089, -1.55569, 2.12746, -2.30618, 0.00304621, 6.08963
831, 48.8051, -2.34923, -1.55147, 2.31473, -2.32099, 0.00321638, 6.08917
832, 48.852, -2.46202, -1.54588, 2.42775, -2.33518, 0.00335095, 6.0887
833, 48.8832, -2.57756, -1.54038, 2.54542, -2.34909, 0.00356315, 6.08797
834, 48.9301, -2.65854, -1.53386, 2.62883, -2.36284, 0.00384194, 6.08716
835, 49.0707, -2.75665, -1.52702, 2.72682, -2.37661, 0.00421309, 6.08631
836, 49.1176, -2.83379, -1.5195, 2.80286, -2.39154, 0.00474616, 6.08769
837, 49.1645, -2.88869, -1.51272, 2.85749, -2.40529, 0.00496586, 6.08676
838, 49.2113, -2.92325, -1.50617, 2.89462, -2.41903, 0.00519114, 6.0856
839, 49.2426, -2.96165, -1.49978, 2.93683, -2.43262, 0.00543818, 6.08443
840, 49.2895, -2.96618, -1.49362, 2.94457, -2.44644, 0.00559689, 6.08303
841, 49.3363, -2.97396, -1.48746, 2.9551, -2.46011, 0.00575482, 6.08161
842, 49.3832, -2.98404, -1.48195, 2.96757, -2.47346, 0.00587161, 6.08034
843, 49.4145, -3.01503, -1.47701, 2.99965, -2.487, 0.00590412, 6.07891
844, 49.4613, -3.04147, -1.47259, 3.02665, -2.5008, 0.00594669, 6.07741
845, 49.5082, -3.04276, -1.46789, 3.02845, -2.51451, 0.00591695, 6.07593
846, 49.6332, -3.04044, -1.46338, 3.02637, -2.52845, 0.00597458, 6.07449
847, 49.6801, -3.05719, -1.4599, 3.04382, -2.54238, 0.00600679, 6.07271
848, 49.727, -3.10243, -1.45699, 3.09111, -2.55674, 0.00607381, 6.07075
849, 49.7739, -3.12899, -1.45485, 3.11866, -2.57119, 0.0060626, 6.06881
850, 49.8207, -3.13066, -1.45348, 3.12109, -2.58598, 0.00612026, 6.06691
851, 49.8676, -3.11516, -1.45291, 3.106, -2.60091, 0.00614828, 6.06509
852, 49.8989, -3.12922, -1.45283, 3.1184, -2.61628, 0.00619714, 6.06309
853, 49.9457, -3.13144, -1.45332, 3.11661, -2.63208, 0.00627945, 6.06114
854, 50.0707, 3.11674, -1.45343, -3.13709, -2.648, 0.00648905, 6.0591
855, 50.1176, 3.09395, -1.45447, -3.12673, -2.66389, 0.00678777, 6.05694
856, 50.1645, 3.05326, -1.45638, -3.09635, -2.68049, 0.00724223, 6.05479
857, 50.2113, 3.03693, -1.45884, -3.0827, -2.69736, 0.0076951, 6.05279
858, 50.2582, 3.004, -1.46201, -3.04114, -2.71421, 0.00796566, 6.05058
859, 50.3832, 3.00028, -1.46611, -3.02117, -2.7313, 0.00843905, 6.04849
860, 50.4301, 2.97861, -1.46965, -2.99538, -2.74945, 0.00926747, 6.04653
861, 50.4614, 2.97756, -1.47419, -3.00448, -2.7679, 0.00989035, 6.04465
862, 50.5091, 2.95447, -1.47841, -3.00027, -2.78682, 0.0102704, 6.04273
863, 50.556, 2.96453, -1.48245, -3.01419, -2.80608, 0.0111099, 6.0411
864, 50.5873, 2.98323, -1.48614, -3.0241, -2.82473, 0.0109051, 6.03909
865, 50.6341, 2.97988, -1.48946, -3.00281, -2.84361, 0.0116846, 6.03766
866, 50.681, 2.95189, -1.49376, -2.96575, -2.86334, 0.0117275, 6.03533
867, 50.7123, 2.86734, -1.49675, -2.88508, -2.88425, 0.0118785, 6.0336
868, 50.8529, 2.75019, -1.50008, -2.77848, -2.90536, 0.0122646, 6.03197
869, 50.8998, 2.6468, -1.50523, -2.67767, -2.92693, 0.0135047, 6.02945
870, 50.9467, 2.56483, -1.51023, -2.58634, -2.94793, 0.013906, 6.02815
871, 50.9779, 2.54593, -1.51829, -2.55311, -2.96929, 0.0141446, 6.02707
872, 51.0248, 2.59766, -1.52814, -2.59683, -2.99114, 0.01429, 6.0263
873, 51.0716, 2.59704, -1.53641, -2.60142, -3.01351, 0.0141786, 6.02567
874, 51.1185, 2.56304, -1.54441, -2.58002, -3.03657, 0.0139793, 6.02521
875, 51.1498, 2.55917, -1.55168, -2.5862, -3.05982, 0.0140276, 6.02499
876, 51.2592, 2.54723, -1.55762, -2.57582, -3.08308, 0.0137694, 6.02474
877, 51.306, 2.34106, -1.55935, -2.36497, -3.10641, 0.0148459, 6.02533
878, 51.3529, 2.32234, -1.56201, -2.34298, -3.12971, 0.0151048, 6.02504
879, 51.3998, 2.46048, -1.56435, -2.48198, -3.15316, 0.0152032, 6.02465
880, 51.4466, 2.73444, -1.56525, -2.75693, -3.17681, 0.0156509, 6.02467
881, 51.4935, 2.77901, -1.56456, -2.80294, -3.20015, 0.0159017, 6.02444
882, 51.5405, 2.74297, -1.56295, -2.7702, -3.22364, 0.0160779, 6.02365
883, 51.7124, 2.81623, -1.56039, -2.84786, -3.24757, 0.0165022, 6.0231
884, 51.7749, 2.84027, -1.55598, -2.87101, -3.27152, 0.0172786, 6.02383
885, 51.8217, 3.09428, -1.55335, -3.11757, -3.29507, 0.0176224, 6.02329
886, 51.8686, -2.96516, -1.54961, 2.94958, -3.31864, 0.0177716, 6.02268
887, 51.9155, -2.793, -1.54459, 2.77899, -3.34234, 0.0179949, 6.02228
